product_id,title,description,category,brand,price,rating,num_reviews,specifications,major_category
531,Levi's Watches 8597,High-quality watches with premium features and excellent performance.,Fashion>Watches,Levi's,35515,4.8,1998,{},Fashion
532,Realme V 9,Premium mobiles designed for comfort and style.,Electronics>Mobiles,Realme,17609,4.7,957,"{""display"": ""6.5-inch AMOLED"", ""processor"": ""A17 Bionic"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""camera"": ""48MP Triple"", ""battery"": ""5995mAh""}",Electronics
533,Samsung Cameras 4263,Reliable cameras offering great value for money.,Electronics>Cameras,Samsung,4769,4.5,476,{},Electronics
534,H&M Watches 6293,Stylish and durable watches perfect for everyday use.,Fashion>Watches,H&M,4767,3.7,1035,{},Fashion
535,Philips Cooling 6905,High-quality cooling with premium features and excellent performance.,Home>Cooling,Philips,8700,3.9,939,{},Home
536,Puma RS-X,Premium footwear designed for comfort and style.,Fashion>Footwear,Puma,4393,4.5,367,"{""type"": ""Sneakers"", ""material"": ""Canvas"", ""color"": ""White"", ""style"": ""Casual""}",Fashion
537,Zara Ultraboost,Reliable footwear offering great value for money.,Fashion>Footwear,Zara,45174,4.6,1670,"{""type"": ""Sneakers"", ""material"": ""Synthetic"", ""color"": ""Black"", ""style"": ""Casual""}",Fashion
538,Nokia Victus Gaming,Premium laptops designed for comfort and style.,Electronics>Laptops,Nokia,42659,3.9,130,"{""display"": ""15.6-inch QHD"", ""processor"": ""Intel i7"", ""ram"": ""8GB"", ""storage"": ""1TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
539,Calvin Klein Jewelry 5828,Premium jewelry designed for comfort and style.,Fashion>Jewelry,Calvin Klein,199497,4.4,1163,{},Fashion
540,Calvin Klein Accessories 5510,Premium accessories designed for comfort and style.,Fashion>Accessories,Calvin Klein,7256,4.3,970,{},Fashion
541,Ray-Ban Accessories 7014,Reliable accessories offering great value for money.,Fashion>Accessories,Ray-Ban,4644,4.1,429,{},Fashion
542,Oppo Wearables 4912,Advanced wearables with cutting-edge technology and modern design.,Electronics>Wearables,Oppo,4915,4.7,438,{},Electronics
543,Daikin Storage 3525,Premium storage designed for comfort and style.,Home>Storage,Daikin,67283,4.1,709,{},Home
544,Motorola iPhone 8,Stylish and durable mobiles perfect for everyday use.,Electronics>Mobiles,Motorola,444940,4.2,1327,"{""display"": ""6.1-inch AMOLED"", ""processor"": ""A17 Bionic"", ""ram"": ""4GB"", ""storage"": ""512GB"", ""camera"": ""48MP Triple"", ""battery"": ""4065mAh""}",Electronics
545,Bajaj Lighting 1804,Advanced lighting with cutting-edge technology and modern design.,Home>Lighting,Bajaj,24855,4.6,76,{},Home
546,Nokia Cameras 2310,Reliable cameras offering great value for money.,Electronics>Cameras,Nokia,3456,4.3,1971,{},Electronics
547,Nike Accessories 5355,Premium accessories designed for comfort and style.,Fashion>Accessories,Nike,1076,4.8,209,{},Fashion
548,Apple Wearables 2658,Stylish and durable wearables perfect for everyday use.,Electronics>Wearables,Apple,199331,3.8,1395,{},Electronics
549,Xiaomi Wearables 7802,High-quality wearables with premium features and excellent performance.,Electronics>Wearables,Xiaomi,85125,4.6,924,{},Electronics
550,Xiaomi ZenBook Gaming,Stylish and durable laptops perfect for everyday use.,Electronics>Laptops,Xiaomi,432000,4.1,1536,"{""display"": ""16-inch QHD"", ""processor"": ""Intel i9"", ""ram"": ""32GB"", ""storage"": ""512TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",Electronics
551,Zara Bags 9939,Stylish and durable bags perfect for everyday use.,Fashion>Bags,Zara,388483,4.9,570,{},Fashion
552,Calvin Klein Watches 7505,High-quality watches with premium features and excellent performance.,Fashion>Watches,Calvin Klein,2830,4.4,1110,{},Fashion
553,"Samsung 50"" OLED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Samsung,27844,4.7,1981,{},Electronics
554,Whirlpool Cooling 9376,Premium cooling designed for comfort and style.,Home>Cooling,Whirlpool,8089,3.6,778,{},Home
555,Realme MacBook Air,Stylish and durable laptops perfect for everyday use.,Electronics>Laptops,Realme,3159,4.7,404,"{""display"": ""15.6-inch QHD"", ""processor"": ""Intel i5"", ""ram"": ""32GB"", ""storage"": ""512TB SSD"", ""graphics"": ""NVIDIA RTX 3050""}",Electronics
556,Fastrack Jewelry 2562,Premium jewelry designed for comfort and style.,Fashion>Jewelry,Fastrack,29898,4.6,1230,{},Fashion
557,Nike RS-X,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Nike,3633,3.6,1123,"{""type"": ""Formal Shoes"", ""material"": ""Canvas"", ""color"": ""Black"", ""style"": ""Sporty""}",Fashion
558,"Motorola 65"" OLED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Motorola,10019,3.6,1548,{},Electronics
559,Fastrack Watches 9269,High-quality watches with premium features and excellent performance.,Fashion>Watches,Fastrack,19153,3.9,857,{},Fashion
560,Oppo XPS ,Premium laptops designed for comfort and style.,Electronics>Laptops,Oppo,465885,3.7,326,"{""display"": ""13.3-inch 4K"", ""processor"": ""AMD Ryzen 5"", ""ram"": ""16GB"", ""storage"": ""256TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
561,Zara Bags 8993,Reliable bags offering great value for money.,Fashion>Bags,Zara,23388,4.4,1556,{},Fashion
562,Philips Furniture 2173,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,Philips,269560,4.5,1229,{},Home
563,Vivo V 13,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Vivo,426726,3.7,141,"{""display"": ""6.1-inch LCD"", ""processor"": ""Helio G88"", ""ram"": ""4GB"", ""storage"": ""256GB"", ""camera"": ""48MP Quad"", ""battery"": ""5262mAh""}",Electronics
564,Oppo Spectre Pro,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,Oppo,39585,4.0,1014,"{""display"": ""13.3-inch FHD"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""8GB"", ""storage"": ""512TB SSD"", ""graphics"": ""Integrated""}",Electronics
565,"OnePlus 75"" Smart TV",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,OnePlus,22905,4.3,579,{},Electronics
566,Bosch Laundry 3315,High-quality laundry with premium features and excellent performance.,Home>Laundry,Bosch,405662,4.9,1128,{},Home
567,"Xiaomi 32"" QLED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Xiaomi,31957,4.2,1985,{},Electronics
568,Vivo Realme 13,High-quality mobiles with premium features and excellent performance.,Electronics>Mobiles,Vivo,88525,4.8,1138,"{""display"": ""6.1-inch LCD"", ""processor"": ""Dimensity 7050"", ""ram"": ""6GB"", ""storage"": ""512GB"", ""camera"": ""64MP Dual"", ""battery"": ""4203mAh""}",Electronics
569,OnePlus Swift Pro,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,OnePlus,5602,4.0,770,"{""display"": ""14-inch 4K"", ""processor"": ""Intel i9"", ""ram"": ""16GB"", ""storage"": ""512TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
570,H&M Jewelry 4869,Premium jewelry designed for comfort and style.,Fashion>Jewelry,H&M,33127,4.4,1849,{},Fashion
571,Ray-Ban RS-X,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Ray-Ban,3631,4.3,1438,"{""type"": ""Running Shoes"", ""material"": ""Synthetic"", ""color"": ""Red"", ""style"": ""Sporty""}",Fashion
572,Philips Storage 7837,Stylish and durable storage perfect for everyday use.,Home>Storage,Philips,18974,5.0,1913,{},Home
573,Daikin Cooling 9883,Stylish and durable cooling perfect for everyday use.,Home>Cooling,Daikin,9540,4.4,1450,{},Home
574,Xiaomi Gaming 6062,Premium gaming designed for comfort and style.,Electronics>Gaming,Xiaomi,19092,5.0,1627,{},Electronics
575,LG Cameras 3589,Advanced cameras with cutting-edge technology and modern design.,Electronics>Cameras,LG,4866,4.9,292,{},Electronics
576,"Xiaomi 75"" LED",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Xiaomi,315614,4.0,1577,{},Electronics
577,Bajaj Storage 3489,Stylish and durable storage perfect for everyday use.,Home>Storage,Bajaj,1577,3.8,1611,{},Home
578,Bajaj Lighting 4783,Premium lighting designed for comfort and style.,Home>Lighting,Bajaj,12566,4.5,785,{},Home
579,Nokia Cameras 3196,Premium cameras designed for comfort and style.,Electronics>Cameras,Nokia,473303,4.5,426,{},Electronics
580,Calvin Klein Watches 3253,Stylish and durable watches perfect for everyday use.,Fashion>Watches,Calvin Klein,12414,3.5,1615,{},Fashion
581,"Vivo 43"" OLED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Vivo,1950,4.9,949,{},Electronics
582,Crompton Laundry 8496,Stylish and durable laundry perfect for everyday use.,Home>Laundry,Crompton,312266,4.7,1295,{},Home
583,Crompton Laundry 7457,Premium laundry designed for comfort and style.,Home>Laundry,Crompton,4765,3.7,985,{},Home
584,Motorola ZenBook Pro,Premium laptops designed for comfort and style.,Electronics>Laptops,Motorola,259674,4.7,635,"{""display"": ""16-inch 4K"", ""processor"": ""Intel i5"", ""ram"": ""8GB"", ""storage"": ""512TB SSD"", ""graphics"": ""AMD Radeon""}",Electronics
585,Tommy Hilfiger Jeans,Premium apparel designed for comfort and style.,Fashion>Apparel,Tommy Hilfiger,147417,4.6,281,"{""type"": ""T-Shirt"", ""material"": ""Wool"", ""fit"": ""Slim"", ""color"": ""Red""}",Fashion
586,LG Gaming 9952,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,LG,316824,4.0,101,{},Electronics
587,LG Audio 4308,Reliable audio offering great value for money.,Electronics>Audio,LG,2548,4.0,1378,{},Electronics
588,Godrej Interio Furniture 2494,High-quality furniture with premium features and excellent performance.,Home>Furniture,Godrej Interio,432436,4.0,1122,{},Home
589,Whirlpool Laundry 3619,Reliable laundry offering great value for money.,Home>Laundry,Whirlpool,123019,4.7,1918,{},Home
590,Puma Bags 3656,Stylish and durable bags perfect for everyday use.,Fashion>Bags,Puma,6681,4.1,683,{},Fashion
591,Bajaj Laundry 3960,High-quality laundry with premium features and excellent performance.,Home>Laundry,Bajaj,11647,3.5,1617,{},Home
592,Calvin Klein Revolution,Reliable footwear offering great value for money.,Fashion>Footwear,Calvin Klein,337889,4.1,212,"{""type"": ""Sneakers"", ""material"": ""Canvas"", ""color"": ""White"", ""style"": ""Sporty""}",Fashion
593,IKEA Lighting 5009,Premium lighting designed for comfort and style.,Home>Lighting,IKEA,98079,4.7,475,{},Home
594,Xiaomi Inspiron Gaming,High-quality laptops with premium features and excellent performance.,Electronics>Laptops,Xiaomi,901,3.7,415,"{""display"": ""14-inch FHD"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""32GB"", ""storage"": ""512TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",Electronics
595,Realme Cameras 3906,Reliable cameras offering great value for money.,Electronics>Cameras,Realme,29697,3.6,662,{},Electronics
596,Tommy Hilfiger Accessories 2108,Reliable accessories offering great value for money.,Fashion>Accessories,Tommy Hilfiger,2898,4.2,299,{},Fashion
597,Crompton Cooling 9635,Reliable cooling offering great value for money.,Home>Cooling,Crompton,11850,4.4,273,{},Home
598,Whirlpool Storage 2436,Reliable storage offering great value for money.,Home>Storage,Whirlpool,80974,4.4,698,{},Home
599,Fastrack Bags 6797,Stylish and durable bags perfect for everyday use.,Fashion>Bags,Fastrack,372475,4.6,1069,{},Fashion
600,Fastrack Shirt,Advanced apparel with cutting-edge technology and modern design.,Fashion>Apparel,Fastrack,427921,4.7,1560,"{""type"": ""Shirt"", ""material"": ""Cotton"", ""fit"": ""Regular"", ""color"": ""Black""}",Fashion
601,LG Gaming 7793,Reliable gaming offering great value for money.,Electronics>Gaming,LG,3234,4.0,1700,{},Electronics
602,IKEA Furniture 4296,Advanced furniture with cutting-edge technology and modern design.,Home>Furniture,IKEA,33891,4.0,1087,{},Home
603,IKEA Cooling 2865,Advanced cooling with cutting-edge technology and modern design.,Home>Cooling,IKEA,76910,4.6,1311,{},Home
604,Xiaomi Gaming 4178,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,Xiaomi,87797,4.9,1682,{},Electronics
605,Xiaomi Cameras 8888,Stylish and durable cameras perfect for everyday use.,Electronics>Cameras,Xiaomi,381525,4.8,997,{},Electronics
606,Nike Jewelry 9537,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Nike,97768,4.3,476,{},Fashion
607,Crompton Storage 6793,High-quality storage with premium features and excellent performance.,Home>Storage,Crompton,14190,4.8,744,{},Home
608,Ray-Ban Jewelry 3719,Premium jewelry designed for comfort and style.,Fashion>Jewelry,Ray-Ban,198240,4.4,1820,{},Fashion
609,Levi's Jewelry 1518,Advanced jewelry with cutting-edge technology and modern design.,Fashion>Jewelry,Levi's,145507,4.2,536,{},Fashion
610,H&M Watches 4541,Premium watches designed for comfort and style.,Fashion>Watches,H&M,47939,3.7,1657,{},Fashion
611,OnePlus Gaming 2517,Reliable gaming offering great value for money.,Electronics>Gaming,OnePlus,4453,4.9,365,{},Electronics
612,"Nokia 75"" Smart TV",Advanced televisions with cutting-edge technology and modern design.,Electronics>Televisions,Nokia,43781,4.7,251,{},Electronics
613,Prestige Storage 4361,High-quality storage with premium features and excellent performance.,Home>Storage,Prestige,303207,4.6,1119,{},Home
614,Realme Galaxy 9,Advanced mobiles with cutting-edge technology and modern design.,Electronics>Mobiles,Realme,15514,3.8,636,"{""display"": ""6.5-inch AMOLED"", ""processor"": ""Snapdragon 8 Gen 2"", ""ram"": ""8GB"", ""storage"": ""64GB"", ""camera"": ""64MP Quad"", ""battery"": ""5308mAh""}",Electronics
615,Levi's Bags 8227,High-quality bags with premium features and excellent performance.,Fashion>Bags,Levi's,44571,3.7,284,{},Fashion
616,Motorola Wearables 9422,High-quality wearables with premium features and excellent performance.,Electronics>Wearables,Motorola,22777,4.0,702,{},Electronics
617,H&M Jacket,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,H&M,95854,4.2,316,"{""type"": ""Shirt"", ""material"": ""Cotton"", ""fit"": ""Loose"", ""color"": ""Green""}",Fashion
618,Samsung Audio 2735,Reliable audio offering great value for money.,Electronics>Audio,Samsung,1205,4.1,416,{},Electronics
619,Bosch Lighting 8304,Premium lighting designed for comfort and style.,Home>Lighting,Bosch,65952,4.0,455,{},Home
620,Whirlpool Storage 2286,Reliable storage offering great value for money.,Home>Storage,Whirlpool,8044,4.7,1933,{},Home
621,Godrej Interio Laundry 8464,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Godrej Interio,346701,3.8,508,{},Home
622,LG Gaming 5227,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,LG,196129,4.5,1412,{},Electronics
623,Calvin Klein Accessories 8987,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Calvin Klein,4393,3.7,1030,{},Fashion
624,H&M Jeans,Premium apparel designed for comfort and style.,Fashion>Apparel,H&M,3169,4.3,195,"{""type"": ""Jacket"", ""material"": ""Polyester"", ""fit"": ""Regular"", ""color"": ""Red""}",Fashion
625,Calvin Klein Bags 7566,Premium bags designed for comfort and style.,Fashion>Bags,Calvin Klein,225082,4.4,1172,{},Fashion
626,Vivo Audio 2082,Advanced audio with cutting-edge technology and modern design.,Electronics>Audio,Vivo,24364,4.1,941,{},Electronics
627,Whirlpool Cooling 4869,Stylish and durable cooling perfect for everyday use.,Home>Cooling,Whirlpool,4486,3.7,1270,{},Home
628,Ray-Ban Accessories 2599,Reliable accessories offering great value for money.,Fashion>Accessories,Ray-Ban,15093,4.9,192,{},Fashion
629,Bosch Kitchen Appliances 7208,Advanced kitchen appliances with cutting-edge technology and modern design.,Home>Kitchen Appliances,Bosch,438160,4.5,235,{},Home
630,Xiaomi Gaming 1003,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,Xiaomi,19843,4.3,848,{},Electronics
631,Daikin Lighting 4205,Stylish and durable lighting perfect for everyday use.,Home>Lighting,Daikin,64286,4.4,1920,{},Home
632,Blue Star Cooling 6640,High-quality cooling with premium features and excellent performance.,Home>Cooling,Blue Star,4681,4.1,311,{},Home
633,Levi's Grand Court,High-quality footwear with premium features and excellent performance.,Fashion>Footwear,Levi's,2427,4.1,1258,"{""type"": ""Sneakers"", ""material"": ""Synthetic"", ""color"": ""Black"", ""style"": ""Retro""}",Fashion
634,Levi's Jewelry 7271,Reliable jewelry offering great value for money.,Fashion>Jewelry,Levi's,328164,4.3,1406,{},Fashion
635,Xiaomi Audio 4083,Premium audio designed for comfort and style.,Electronics>Audio,Xiaomi,288894,4.8,365,{},Electronics
636,Puma Jewelry 3200,High-quality jewelry with premium features and excellent performance.,Fashion>Jewelry,Puma,628,3.7,1862,{},Fashion
637,Tommy Hilfiger Jewelry 3224,High-quality jewelry with premium features and excellent performance.,Fashion>Jewelry,Tommy Hilfiger,18626,4.8,1880,{},Fashion
638,Blue Star Lighting 3945,Reliable lighting offering great value for money.,Home>Lighting,Blue Star,389433,4.7,837,{},Home
639,Puma Dress,Premium apparel designed for comfort and style.,Fashion>Apparel,Puma,78849,4.9,1230,"{""type"": ""T-Shirt"", ""material"": ""Wool"", ""fit"": ""Oversized"", ""color"": ""White""}",Fashion
640,Nike Grand Court,Reliable footwear offering great value for money.,Fashion>Footwear,Nike,1663,4.6,1128,"{""type"": ""Casual Shoes"", ""material"": ""Mesh"", ""color"": ""Various"", ""style"": ""Modern""}",Fashion
641,Ray-Ban Watches 2281,Premium watches designed for comfort and style.,Fashion>Watches,Ray-Ban,2508,4.2,1568,{},Fashion
642,Godrej Interio Storage 9834,Premium storage designed for comfort and style.,Home>Storage,Godrej Interio,31917,4.9,1145,{},Home
643,Nokia Audio 9399,Reliable audio offering great value for money.,Electronics>Audio,Nokia,80183,4.0,1684,{},Electronics
644,Puma Accessories 1578,Premium accessories designed for comfort and style.,Fashion>Accessories,Puma,98886,3.9,1338,{},Fashion
645,Puma Bags 1845,Advanced bags with cutting-edge technology and modern design.,Fashion>Bags,Puma,2849,4.2,309,{},Fashion
646,Bajaj Kitchen Appliances 5129,Stylish and durable kitchen appliances perfect for everyday use.,Home>Kitchen Appliances,Bajaj,61073,4.8,79,{},Home
647,Bosch Kitchen Appliances 3860,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,Bosch,19635,4.1,409,{},Home
648,Zara Jewelry 8944,Stylish and durable jewelry perfect for everyday use.,Fashion>Jewelry,Zara,3308,5.0,347,{},Fashion
649,Daikin Furniture 7765,Reliable furniture offering great value for money.,Home>Furniture,Daikin,19423,4.6,392,{},Home
650,Oppo Wearables 1890,Advanced wearables with cutting-edge technology and modern design.,Electronics>Wearables,Oppo,930,3.8,866,{},Electronics
651,Calvin Klein Accessories 9724,Stylish and durable accessories perfect for everyday use.,Fashion>Accessories,Calvin Klein,458356,4.6,1021,{},Fashion
652,Ray-Ban Dress,High-quality apparel with premium features and excellent performance.,Fashion>Apparel,Ray-Ban,1297,4.9,1355,"{""type"": ""Jeans"", ""material"": ""Viscose"", ""fit"": ""Oversized"", ""color"": ""Blue""}",Fashion
653,Fastrack Watches 5466,Advanced watches with cutting-edge technology and modern design.,Fashion>Watches,Fastrack,60007,4.7,572,{},Fashion
654,Blue Star Lighting 8554,Stylish and durable lighting perfect for everyday use.,Home>Lighting,Blue Star,22037,4.0,1463,{},Home
655,"Motorola 32"" LED",High-quality televisions with premium features and excellent performance.,Electronics>Televisions,Motorola,3868,3.6,262,{},Electronics
656,Crompton Laundry 4594,Advanced laundry with cutting-edge technology and modern design.,Home>Laundry,Crompton,50307,3.6,1318,{},Home
657,LG Nord 9,High-quality mobiles with premium features and excellent performance.,Electronics>Mobiles,LG,63609,4.2,1967,"{""display"": ""6.1-inch OLED"", ""processor"": ""A17 Bionic"", ""ram"": ""12GB"", ""storage"": ""128GB"", ""camera"": ""48MP Dual"", ""battery"": ""4377mAh""}",Electronics
658,Nokia Cameras 5528,Reliable cameras offering great value for money.,Electronics>Cameras,Nokia,58729,3.7,201,{},Electronics
659,Tommy Hilfiger Revolution,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Tommy Hilfiger,136384,4.2,1951,"{""type"": ""Sneakers"", ""material"": ""Synthetic"", ""color"": ""Blue"", ""style"": ""Sporty""}",Fashion
660,Vivo Wearables 3923,Reliable wearables offering great value for money.,Electronics>Wearables,Vivo,1678,4.3,933,{},Electronics
661,Apple Wearables 8234,Advanced wearables with cutting-edge technology and modern design.,Electronics>Wearables,Apple,785,3.6,1220,{},Electronics
662,Daikin Cooling 1307,Reliable cooling offering great value for money.,Home>Cooling,Daikin,5028,4.9,1411,{},Home
663,Puma Accessories 6403,Reliable accessories offering great value for money.,Fashion>Accessories,Puma,4722,4.6,1628,{},Fashion
664,Tommy Hilfiger Watches 7617,High-quality watches with premium features and excellent performance.,Fashion>Watches,Tommy Hilfiger,5108,4.1,1461,{},Fashion
665,Fastrack Grand Court,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Fastrack,3492,4.3,746,"{""type"": ""Casual Shoes"", ""material"": ""Synthetic"", ""color"": ""Red"", ""style"": ""Casual""}",Fashion
666,Nokia Gaming 5750,Stylish and durable gaming perfect for everyday use.,Electronics>Gaming,Nokia,23169,3.6,836,{},Electronics
667,Bajaj Furniture 7391,High-quality furniture with premium features and excellent performance.,Home>Furniture,Bajaj,88766,3.6,1345,{},Home
668,Zara Jewelry 3292,High-quality jewelry with premium features and excellent performance.,Fashion>Jewelry,Zara,5831,4.6,1264,{},Fashion
669,Vivo Audio 2032,Premium audio designed for comfort and style.,Electronics>Audio,Vivo,90494,4.3,1758,{},Electronics
670,Nike RS-X,High-quality footwear with premium features and excellent performance.,Fashion>Footwear,Nike,22141,4.2,1438,"{""type"": ""Casual Shoes"", ""material"": ""Mesh"", ""color"": ""Red"", ""style"": ""Casual""}",Fashion
671,Bosch Furniture 4817,High-quality furniture with premium features and excellent performance.,Home>Furniture,Bosch,1659,4.2,89,{},Home
672,Nike Bags 4976,Stylish and durable bags perfect for everyday use.,Fashion>Bags,Nike,1911,4.4,1902,{},Fashion
673,Calvin Klein Grand Court,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Calvin Klein,7067,4.7,922,"{""type"": ""Sneakers"", ""material"": ""Mesh"", ""color"": ""Black"", ""style"": ""Modern""}",Fashion
674,Tommy Hilfiger Jewelry 6312,High-quality jewelry with premium features and excellent performance.,Fashion>Jewelry,Tommy Hilfiger,15537,4.8,1674,{},Fashion
675,Samsung Gaming 3841,Advanced gaming with cutting-edge technology and modern design.,Electronics>Gaming,Samsung,1489,3.9,1601,{},Electronics
676,Levi's Jacket,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,Levi's,3581,4.7,82,"{""type"": ""Dress"", ""material"": ""Polyester"", ""fit"": ""Regular"", ""color"": ""White""}",Fashion
677,Nike Air Max,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Nike,11755,3.7,604,"{""type"": ""Sneakers"", ""material"": ""Synthetic"", ""color"": ""Red"", ""style"": ""Modern""}",Fashion
678,Blue Star Laundry 4919,Stylish and durable laundry perfect for everyday use.,Home>Laundry,Blue Star,1974,4.6,1303,{},Home
679,Realme Cameras 6699,Reliable cameras offering great value for money.,Electronics>Cameras,Realme,2430,3.8,1135,{},Electronics
680,Oppo Wearables 9842,Premium wearables designed for comfort and style.,Electronics>Wearables,Oppo,20211,4.7,1400,{},Electronics
681,"Samsung 43"" LED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,Samsung,360841,3.8,1422,{},Electronics
682,Oppo Realme 11,Reliable mobiles offering great value for money.,Electronics>Mobiles,Oppo,10178,4.7,1043,"{""display"": ""6.5-inch LCD"", ""processor"": ""Dimensity 7050"", ""ram"": ""4GB"", ""storage"": ""64GB"", ""camera"": ""64MP Triple"", ""battery"": ""5894mAh""}",Electronics
683,Godrej Interio Kitchen Appliances 4855,Reliable kitchen appliances offering great value for money.,Home>Kitchen Appliances,Godrej Interio,79927,3.8,1436,{},Home
684,Adidas Jeans,Stylish and durable apparel perfect for everyday use.,Fashion>Apparel,Adidas,215690,3.6,1248,"{""type"": ""T-Shirt"", ""material"": ""Polyester"", ""fit"": ""Oversized"", ""color"": ""White""}",Fashion
685,Tommy Hilfiger Ultraboost,Stylish and durable footwear perfect for everyday use.,Fashion>Footwear,Tommy Hilfiger,19999,4.6,1344,"{""type"": ""Formal Shoes"", ""material"": ""Leather"", ""color"": ""Red"", ""style"": ""Retro""}",Fashion
686,Zara Accessories 6503,Stylish and durable accessories perfect for everyday use.,Fashion>Accessories,Zara,988,3.9,277,{},Fashion
687,Tommy Hilfiger Watches 3804,Advanced watches with cutting-edge technology and modern design.,Fashion>Watches,Tommy Hilfiger,14671,4.4,1666,{},Fashion
688,Prestige Lighting 4763,High-quality lighting with premium features and excellent performance.,Home>Lighting,Prestige,373557,4.2,493,{},Home
689,Daikin Laundry 5573,High-quality laundry with premium features and excellent performance.,Home>Laundry,Daikin,485969,4.8,557,{},Home
690,Fastrack Watches 4643,Premium watches designed for comfort and style.,Fashion>Watches,Fastrack,23799,4.8,905,{},Fashion
691,Nokia Edge 8,Reliable mobiles offering great value for money.,Electronics>Mobiles,Nokia,3831,4.9,321,"{""display"": ""6.7-inch LCD"", ""processor"": ""Dimensity 7050"", ""ram"": ""4GB"", ""storage"": ""512GB"", ""camera"": ""50MP Triple"", ""battery"": ""4170mAh""}",Electronics
692,Zara Accessories 2486,High-quality accessories with premium features and excellent performance.,Fashion>Accessories,Zara,450767,4.0,1490,{},Fashion
693,Fastrack Bags 1399,Reliable bags offering great value for money.,Fashion>Bags,Fastrack,172678,4.8,880,{},Fashion
694,Oppo Gaming 8607,High-quality gaming with premium features and excellent performance.,Electronics>Gaming,Oppo,3652,4.8,731,{},Electronics
695,Bajaj Kitchen Appliances 7977,Advanced kitchen appliances with cutting-edge technology and modern design.,Home>Kitchen Appliances,Bajaj,7652,4.4,737,{},Home
696,Whirlpool Kitchen Appliances 6963,High-quality kitchen appliances with premium features and excellent performance.,Home>Kitchen Appliances,Whirlpool,3637,4.0,1317,{},Home
697,"Oppo 43"" Smart TV",High-quality televisions with premium features and excellent performance.,Electronics>Televisions,Oppo,9535,5.0,538,{},Electronics
698,Daikin Kitchen Appliances 4437,Stylish and durable kitchen appliances perfect for everyday use.,Home>Kitchen Appliances,Daikin,71230,4.8,1081,{},Home
699,Bajaj Laundry 1892,High-quality laundry with premium features and excellent performance.,Home>Laundry,Bajaj,70249,4.2,1076,{},Home
700,Daikin Kitchen Appliances 9714,Premium kitchen appliances designed for comfort and style.,Home>Kitchen Appliances,Daikin,84241,4.4,1688,{},Home
701,Godrej Interio Storage 4085,Reliable storage offering great value for money.,Home>Storage,Godrej Interio,1156,4.1,416,{},Home
702,Adidas Ultraboost,Advanced footwear with cutting-edge technology and modern design.,Fashion>Footwear,Adidas,22061,4.9,96,"{""type"": ""Sneakers"", ""material"": ""Leather"", ""color"": ""Red"", ""style"": ""Sporty""}",Fashion
703,Ray-Ban Watches 3163,Reliable watches offering great value for money.,Fashion>Watches,Ray-Ban,80067,4.2,1370,{},Fashion
704,"OnePlus 32"" LED",Stylish and durable televisions perfect for everyday use.,Electronics>Televisions,OnePlus,78961,4.4,1392,{},Electronics
705,Daikin Cooling 9686,Premium cooling designed for comfort and style.,Home>Cooling,Daikin,340127,4.0,320,{},Home
706,H&M Shirt,Reliable apparel offering great value for money.,Fashion>Apparel,H&M,62274,4.2,390,"{""type"": ""Jeans"", ""material"": ""Denim"", ""fit"": ""Regular"", ""color"": ""White""}",Fashion
707,Whirlpool Furniture 5673,Stylish and durable furniture perfect for everyday use.,Home>Furniture,Whirlpool,10029,3.7,289,{},Home
